# mode    freq(cm-1)    alpha    beta2    activity
089   438.67605   0.9198011  16.4643926  153.3222848
090   434.97166  -3.5779016  314.2907277  2776.0971916
091   431.90600  -1.3995867  43.5193630  392.7834729
092   430.49587  -6.0061894  426.3146187  4607.5463485
093   429.20435  -1.6605292  48.1765495  461.3169239
094   426.17275  -4.9875714  197.0211753  2498.5623022
095   422.51056   0.6966547  20.9632902  168.5827807
096   422.44886  -5.3335551  107.0116652  2029.1880971
097   420.97329   5.6928612  131.7027216  2380.3091602
098   418.61642   1.7730362  27.3354163  332.8124905
099   416.69009   0.3197990  145.4685479  1022.8820472
100   415.36825  -5.6287534  270.6395795  3320.2059941
101   413.20020   0.4331917  12.0018569  92.4574754
102   411.28688   5.3921817  315.0905029  3514.0365560
103   409.06282   4.3863910  374.6564765  3488.4144940
104   407.47778  -0.3344477   6.3925785  49.7815362
105   406.11780  -0.0634572  23.2079255  162.6366855
106   403.51711   2.8110915  21.3435477  505.0054277
107   402.55778   0.9729305   7.0002880  91.5987343
108   400.07764  -2.6553429  12.0327753  401.5174861
109   399.58931  -0.4430532   7.8615721  63.8643319
110   397.35005  -2.6566850  88.2160660  935.1213385
111   394.19700  -8.5611763  748.6782445  8538.9660246
112   393.93206   7.0381267  416.5438476  5144.8921693
113   389.88600   1.5690456  76.3732348  645.3983311
114   389.38321   1.4931810  81.8308583  673.1475406
115   388.73388   8.8716210  224.0273020  5109.9458031
116   386.14821  -0.1516260  27.3959127  192.8059591
117   383.94547   1.1378234   6.7199409  105.2984842
118   383.41834   1.9918707   9.7620534  246.8740782
119   380.40362  -0.0318118  13.5963590  95.2200527
120   379.13963   6.2758936  374.7323581  4395.5343430
121   376.81811  -1.6940199  84.7708433  722.5325512
122   375.99630   7.2203984  394.5166889  5107.6537269
123   373.85308  -2.9683654  153.1312647  1468.4225525
124   372.05093   0.2622936   4.1357962  32.0464814
125   371.20800  -0.9360153   4.6360846  71.8781993
126   370.00777   0.3181619   3.5832414  29.6379051
127   367.90283   2.0124396  18.8001206  313.8469303
128   366.68451   0.2222245   9.5654587  69.1804780
129   366.14582  -5.4184232  81.5952599  1892.3357762
130   363.48233   5.4027201  67.9306756  1789.0370461
131   362.47922   0.8869745   7.1740852  85.6211678
132   361.57879   2.7936539  203.7481047  1777.4393287
133   359.82447  -1.7303521  27.3105458  325.9091470
134   358.36661  -0.1277124  20.5429633  144.5347139
135   357.15601   1.8892895  22.6152820  318.9306400
136   356.42749   0.3535140   2.2276859  21.2175478
137   354.01314  -0.9160634   5.0606760  73.1874800
138   351.88878  -2.4918585  15.0252077  384.5976029
139   350.36357   3.0409087  19.4905536  552.5545402
140   348.66326   7.8456717  598.1566039  6957.0516532
141   348.05733  -8.8293991  543.1051783  7309.8592138
142   344.87723   5.3131754  231.1329460  2888.2731170
143   344.27531   1.1056521   5.4656543  93.2705741
144   342.69349   1.5079070  24.7765230  275.7559238
145   341.49619  -1.6195486   2.8705099  138.1257635
146   339.52883  -3.9396029  131.9708852  1622.2173896
147   338.25084   0.6599873  11.2025511  98.0191058
148   336.50989   0.4652060   5.2837600  46.7250661
149   335.27074  -1.2668301   3.5902935  97.3506864
150   333.89361   4.7849271  245.6509007  2749.8550319
151   331.55939  -0.2479470   1.6247721  14.1399019
152   326.67637   2.6651943  88.7189995  940.6797145
153   325.22286   5.8593215  184.2238441  2834.4910628
154   323.16759   7.1855289  406.6500322  5169.9823553
155   320.97434  -6.8529629  250.5806190  3867.4038358
156   318.81690  -0.8515913  30.2657874  244.4948610
157   316.48500  -8.4345569  423.4150410  6165.2840487
158   314.76281   0.5519469  13.3847399  107.4022193
159   312.94575   4.4121957  92.8730564  1526.1475716
160   310.84185  -3.9526812  175.1159788  1928.8778414
161   309.34749  -1.3044975   3.7991529  103.1711910
162   305.83056  -6.3338023  341.2908065  4194.3029475
163   302.63341   0.5448221   4.3143064  43.5575459
164   301.37324   1.1953447  25.6711240  243.9960726
165   299.72051  -1.5734327  129.1857187  1015.7060958
166   299.08441   0.3061422   6.8768470  52.3554672
167   294.93729  -0.4693672   5.6157318  49.2238732
168   292.74192   4.4664107  124.2457100  1767.4170756
169   292.18847   0.2585647  34.6862542  245.8122863
170   288.91523   7.6460924  339.0615050  5004.2533401
171   285.51839   1.5781160   9.4433447  178.1736644
172   284.83719  -0.0965768   5.9373151  41.9809242
173   283.03170  -3.0409096  120.9956739  1263.0906327
174   280.33227   0.8210715   6.7437955  77.5436986
175   279.96724   1.8934008  18.4531735  290.4957147
176   277.42480  -6.0650443  422.3910170  4612.0514118
177   276.42630  -1.5575295  43.6975714  415.0484188
178   274.06150   0.1557487   2.6561984  19.6849829
179   272.88392  -1.8113070  30.0736578  358.1530893
180   270.61285   1.1914318   3.6114245  89.1579095
181   267.85370  -5.6261240  181.1411730  2692.3854179
182   266.75309  -0.0633774   9.7499347  68.4302937
183   265.44639   1.5234462  23.1206868  266.2847821
184   264.87369  -6.8558339  506.1361110  5658.0633851
185   263.22405   3.8849166  50.0052766  1029.2028961
186   262.35774  -3.1007937  50.2011539  784.0795382
187   256.63376  -0.5772163  12.4762740  102.3269567
188   255.79193  -1.6741509  120.0793738  966.6807679
189   253.89655  -4.1294395  156.6762008  1864.0855689
190   252.63582   1.3630331  12.5417495  171.3959081
191   251.10902  -0.9792754   0.5051657  46.6902719
192   248.88108  -2.6129394  41.5486783  598.0761123
193   247.44262  -0.9817620   1.7875025  55.8860690
194   246.04876   6.8330545  291.7515565  4143.3394130
195   243.90873   1.0472786   3.7882479  75.8733922
196   239.71400  -0.4690683   7.7612828  64.2301071
197   239.01011   4.0741458  199.5361285  2143.6927908
198   238.45558   0.7820388  10.1383310  98.4896271
199   234.61035  -2.6374521  35.4550272  561.2120902
200   232.00981  -1.0594605  88.7359152  671.6619499
201   224.30971   0.1533343   2.5280333  18.7542457
202   222.53343   0.3942285   2.4090912  23.8573636
203   222.47983   5.2558850  104.4143872  1973.9954458
204   219.31511  -0.4099388   5.5484949  46.4017049
205   214.83434  -0.5597118   8.2918501  72.1404296
206   213.40256   3.7811464  151.4055014  1703.2065664
207   212.01104   0.3086404   8.9710249  67.0838238
208   209.24702   2.3716265  72.0224257  757.2645286
209   205.41455  -0.9200975  12.0454875  122.4144858
210   203.27773   0.7679666  16.3397173  140.9177948
211   202.60689  -2.8590295  117.0369406  1187.0908162
212   196.42874  -0.2991243   2.1341825  18.9656676
213   195.41040  -0.0465919  71.4371168  500.1575041
214   193.62252   5.1301598  121.5627747  2035.2736912
215   191.40859  -2.4290370  32.0563481  489.9043600
