# mode    freq(cm-1)    alpha    beta2    activity
093   403.24538   0.1669062  20.6945685  146.1155754
094   401.99521   2.1604533  30.2455598  421.7590422
095   399.52618  -0.5512063   6.5639402  59.6198606
096   396.59059   1.8902203  52.7250334  529.8572015
097   392.80119   0.7327681  27.1221766  214.0179437
098   390.15191  -1.7218512   5.6531609  172.9868495
099   388.83626   0.4388974  16.9521320  127.3333147
100   388.42738  -1.3198308   6.4226868  123.3467086
101   384.78904   1.1152687   5.2561974  92.7654778
102   384.19847  -1.5053603  26.1942266  285.3345134
103   381.08957   0.6239384  10.9745404  94.3402415
104   379.67568  -0.6388004   8.7786686  79.8136472
105   377.97215  -0.2528443   8.0433206  59.1801046
106   376.18008   2.9550953  15.5397546  501.7447534
107   374.93395   0.4166346  36.6109098  264.0876681
108   372.29334  -0.1430826   2.5146855  18.5240674
109   369.50528  -0.1093770   8.0449460  56.8529719
110   368.83205   0.1000485   5.8497672  41.3988076
111   366.52707   0.3340558   4.3647215  35.5747482
112   364.97252   0.5306139   8.0180977  68.7964833
113   363.18520  -0.3092059   5.1304291  40.2153759
114   362.08923  -1.3422746  14.2444885  180.7879683
115   358.27020  -0.6288183   3.5102463  42.3652848
116   356.63391   0.5346472   9.4567335  79.0602795
117   354.32545  -3.0878135  20.5537635  572.9329968
118   350.93038  -1.5012998  10.0334804  171.6599097
119   349.73260  -0.1023272   1.1664379   8.6362539
120   348.03441  -0.1224597  12.9239629  91.1425769
121   346.68398  -0.4506309   0.6665245  13.8037425
122   345.34516  -0.6185849   2.7136787  36.2148765
123   343.82444  -0.4254266  17.4632233  130.3870139
124   343.58477  -0.1748439   8.4023224  60.1919247
125   339.81930   1.0457724   1.5793157  60.2690086
126   338.94466   1.2834326   4.2540127  103.9020589
127   336.40631  -1.4161216  19.4012127  226.0515015
128   333.21852  -0.0667212  12.3871774  86.9105688
129   331.33608   0.6856099   4.8816382  55.3242084
130   327.44295  -0.2212212  15.3357030  109.5521683
131   325.16475  -0.9425219   9.4329801  106.0064965
132   324.82922   1.3938182   2.5841915  105.5121503
133   323.17742  -1.3514320   3.5555131  107.0751714
134   322.77003  -0.2078134  26.4326183  186.9717164
135   319.77801   1.0415237   6.2822966  92.7907962
136   317.66062   2.3660846  16.3545266  366.4077164
137   314.81241  -0.0660571   8.4590792  59.4099137
138   314.42595   0.4101971  11.2944588  86.6329872
139   311.75062  -0.4409795   4.1115535  37.5317038
140   309.92226  -0.3598901   3.4053147  29.6656420
141   306.96246   0.4167251   7.2379189  58.4801247
142   306.21854   0.0675551   6.7998643  47.8044157
143   303.11226  -1.7162229   5.5371455  171.3039628
144   302.34570   0.4394044   9.5382403  75.4561122
145   300.04296   0.3631852  96.7018395  682.8485320
146   297.16806   0.5216925   7.0004210  61.2502863
147   293.73376   0.7024992   2.4539413  39.3853170
148   292.87665  -2.6653887  21.7189668  471.7261194
149   290.16673   1.0498288  10.1661336  120.7592621
150   288.78730   1.8296094   6.6005058  196.8397227
151   287.76818   0.6122587   2.1403901  31.8514638
152   285.90689  -0.6415621   2.0704437  33.0151948
153   284.23102  -0.4404968   1.7637976  21.0782661
154   279.81871   1.3814045  16.4214567  200.8227242
155   278.99891   0.2419585   5.8833326  43.8178046
156   276.21936  -0.5391229  41.1396985  301.0572959
157   273.48043   1.8372134  25.5921707  331.0360876
158   271.95902   0.1537358   8.1860895  58.3661884
159   271.14573   0.0743741  18.2716792  128.1506724
160   270.05291  -0.3516764   8.3214554  63.8156207
161   269.87999   0.1805595   2.2791127  17.4208678
162   265.51013  -0.4020757   8.6858087  68.0755817
163   263.74170   0.8584907   5.5265256  71.8509647
164   260.54549  -0.7739117   2.3885708  43.6722660
165   258.93237   0.0346686   0.9783028   6.9022055
166   257.98071  -1.5104526   4.0713148  131.1652195
167   255.97135  -0.2716678  15.3233104  110.5843257
168   254.83410   1.1135778   9.1236917  119.6683403
169   252.38883   1.0947258   0.4175799  56.8521681
170   251.02694  -0.0633093   1.1144663   7.9816275
171   248.12717   0.8903350   3.1670774  57.8408786
172   247.71192  -2.3583789  19.8940364  389.5460417
173   246.03521   1.3552293  25.6321807  262.0743577
174   244.29295   2.3920859  38.9168374  529.9112294
175   241.55149  -0.8557095  10.4238469  105.9176718
176   238.37879   0.3964717  19.0422758  140.3694730
177   236.19442   0.9941590   7.1259212  94.3572942
178   232.34745   0.4429591   7.7491055  63.0733151
179   232.03244   0.3459536  15.8074381  116.0378423
180   228.64290   1.6656325   6.4076015  169.6981370
181   226.18202   1.0156159   9.4477081  112.5503655
182   223.74858  -1.0565430   2.0234752  64.3970706
183   222.85850  -1.0628344   2.1000001  65.5327600
184   219.81855  -1.9103737   3.6661642  189.8918998
185   218.39821  -0.0484443   0.5100695   3.6760948
186   215.27106   0.3229277   1.9006122  17.9969901
187   213.09175   1.2633322   7.5454744  124.6386928
188   212.04739   1.4132337  54.0894075  468.5011858
189   208.15112  -0.6691653   5.3968747  57.9283244
190   203.85230   0.1721140   4.6929626  34.1837842
