# mode    freq(cm-1)    alpha    beta2    activity
090   435.51013   7.0761945  127.3960234  3145.0359561
091   435.31666   2.9664996  58.3538864  804.4826113
092   431.35530  -8.6680032  115.8313903  4191.8623450
093   429.37246   6.6668659  285.4482435  3998.2572170
094   428.70363   8.2665032  527.6760691  6768.8108562
095   427.26028  -1.1469002  13.8389471  156.0647362
096   423.46422   3.9789528  12.9465740  803.0689703
097   423.06592  -2.1515526  11.0685058  285.7925828
098   421.06345   0.0708019  11.4378239  80.2903485
099   419.58908   3.6544081  14.6276496  703.3549688
100   418.37109  -0.3217614  12.6739097  93.3762365
101   416.72227  -0.7734607  14.0509013  125.2771734
102   414.26739  -5.0638077  366.3491835  3718.3409519
103   413.03740  -0.1570169  50.5195649  354.7463988
104   412.10109  -5.6874185  359.1117724  3969.3852210
105   408.11972  -0.7368776   9.1621557  88.5695741
106   406.57692  -11.5909767  140.0927284  7026.4324714
107   405.36102   2.0504930  213.4034893  1683.0279034
108   404.45428  -2.2177529  12.2126831  306.8180424
109   402.12687  -1.2068832   8.7179776  126.5713566
110   401.03694  -5.5819552  203.2007206  2824.5251309
111   398.13484   2.8946617  278.5087379  2326.6191390
112   396.48388   1.9755359  149.9872288  1225.5339947
113   395.66955   1.8708596  12.7539783  246.7830601
114   392.93720   2.1853733  30.1809039  426.1798617
115   390.21340  -0.7112753  24.6031384  194.9880342
116   387.78895   6.3161343  135.0963369  2740.8842323
117   386.72681   1.2051980  13.5912381  160.5012687
118   385.48176   3.1292869  80.5818514  1004.7326020
119   384.90602  -1.8345813   9.1217625  215.3083242
120   384.60321  -6.5934903  47.1762352  2286.5688108
121   382.15637   6.4206680  504.0221842  5383.2793008
122   378.98238  -3.9707390   2.0323294  723.7308625
123   377.25995  -1.9366545  71.1579930  666.8843298
124   376.74778   6.6508496  184.2930021  3280.5720038
125   373.97615   2.6140209  61.4958535  737.9607134
126   371.74023   2.8884843  18.4818089  504.8230314
127   370.43318   4.6640152  109.6719556  1746.5903980
128   369.14979  -0.1089487  69.7689794  488.9169976
129   367.56097  -2.7237048   6.9594748  382.5518643
130   365.57453  -1.0101583  399.6024268  2843.1358793
131   364.94307   2.0968506   4.0957321  226.5253330
132   362.92438  -2.4881093  81.5668622  849.5489796
133   359.70751  -3.9384089  37.1004990  957.7013985
134   357.02312   0.0962622   1.7159047  12.4283212
135   354.20787  -3.1633240   8.7354424  511.4459314
136   352.54963  -8.7193592  89.1528044  4045.2947327
137   351.54594   3.8337264  402.0397657  3475.6639742
138   350.39351   0.4012733   5.0580194  42.6520463
139   349.09757   0.4491152   4.6351789  41.5229544
140   346.94790  -3.1448216  345.5627107  2863.9846166
141   345.21172  -0.4048579   6.4555017  52.5644598
142   342.03659  -2.3093252   9.2463335  304.7085615
143   341.13969   0.5977841  37.4907180  278.5155882
144   339.27590  -1.7106065  30.1892317  343.0024728
145   338.12569   2.5349506  37.4274127  551.1607460
146   336.15031  11.2926198  124.9242270  6613.0163354
147   334.93600  -5.2752301  105.5788138  1991.3140847
148   334.27071  -0.7434511  26.9809191  213.7388162
149   332.72015  -5.9170644  231.4377035  3195.5882414
150   330.58545   2.1297748  51.1902651  562.4491890
151   328.99212  -1.8652575   7.9570766  212.2628863
152   326.38918  -3.7554145  359.6202367  3151.9828667
153   323.96796   4.1386636  362.0197061  3304.9220869
154   323.29513   3.7242571  331.2987645  2943.2454364
155   321.32493   4.5107906  69.8005413  1404.2292045
156   319.32548   1.2795003  16.9125222  192.0581068
157   316.38640   0.6026517  19.3749593  151.9682230
158   313.17293  -0.3290671   7.6403045  58.3549641
159   312.76597  -5.6607851  94.6716676  2104.7036513
160   309.25107  -6.6382633  94.8135796  2646.6893444
161   307.25826   0.3424065  31.3083744  224.4345195
162   305.78179  -3.1472895  182.1187242  1720.5754753
163   302.06790  -0.7696327  38.3386353  295.0254980
164   301.00830   2.1379340   8.6921219  266.5291329
165   300.34586   1.1250287  570.3453647  4049.3735870
166   296.68618   1.4922340  183.2111375  1382.6822643
167   292.30843   0.8769694  124.3002116  904.7098676
168   288.25685   0.6047636  52.3510777  382.9157974
169   286.51394   4.8484461  20.5602688  1201.7562097
170   284.34290  -6.4419734  45.5250702  2186.1314396
171   283.87830  -3.3798232  49.7773082  862.4853800
172   281.46022  -0.0070130  25.7790041  180.4552421
173   280.51595  -4.6029909  20.0173217  1093.5598877
174   278.57705  -2.0297050   4.8293546  219.1920833
175   277.76452   2.1947923  228.5938481  1816.9270408
176   277.31062   0.6698612  32.7449525  249.4067980
177   275.70058  -1.1567382  102.7740438  779.6302566
178   273.70393  -2.8795173   3.1997496  395.5211297
179   271.30504  -3.4910246  149.3918913  1594.1696051
180   266.57664  -5.8364348  129.8219961  2441.6326506
181   263.62799   5.6798313  108.8038382  2213.3486278
182   263.22107   2.1560317   2.3169344  225.3998135
183   262.13747   4.3657222  111.4699602  1637.9685963
184   259.26312  -1.1616804   3.5038802  85.2547210
185   258.38989   1.3493562  68.2155917  559.4434391
186   256.75058   0.6128877  24.8868913  191.1116470
187   253.87161   2.2431043  49.4503930  572.5710041
188   252.81967  -1.8719109  23.2310139  320.2993643
189   249.51413  -2.3036537  223.3067939  1801.9544726
190   247.40763  -0.7615614  71.2351191  524.7447410
191   246.54826   0.5288081  59.2173243  427.1049815
192   243.41351   2.3428243  51.0856557  604.5967411
193   241.52829  -3.5920064  354.6355042  3063.0614826
194   240.92013   1.6623777  24.0679687  292.8332679
195   239.14953   5.6163320  418.5449333  4349.2578660
196   236.13006  -1.3615770  62.0573930  517.8268895
197   234.65655  -3.0700694  16.9235526  542.6045457
198   232.44265  -5.3251682  181.6743682  2547.8043295
199   230.99224   2.3910848  47.1066151  587.0241946
200   229.42533   1.9590538   6.4510009  217.8621383
201   224.64547  -6.1431576  227.9295764  3293.7343684
202   223.38603   5.3311331  13.4492669  1373.0889828
203   220.95861   2.1676632  19.9650451  351.1996863
204   219.51119   0.8677990  157.2089852  1134.3512740
205   215.39897   1.1979027   2.4933783  82.0273416
206   213.26690   2.7096432  96.7983673  1007.9860614
207   211.60196  -0.2250806   4.8011210  35.8876038
208   208.93041  -0.4602252  94.6549294  672.1158317
209   204.22354   1.5220895  83.1266272  686.1404250
210   202.39142  -0.3729804  19.8532454  145.2328659
211   201.76179   0.8961886  55.9372771  427.7028673
212   200.40559   0.5510938  28.8958650  215.9377514
213   197.27772   1.5834591  287.2349694  2123.4752144
214   193.62956   9.4203230  104.2852259  4723.4084135
215   189.79500  -1.9885175  27.7111888  371.9173970
