# mode    freq(cm-1)    alpha    beta2    activity
065   471.37653   0.0897557   4.4619070  31.5958723
066   470.34328   0.5832314   1.2419139  24.0005452
067   469.68923  -1.2700214  25.6253694  251.9605325
068   467.43412  -4.6060139  146.9764257  1983.5263607
069   464.67615   0.3943246   5.8461461  47.9201594
070   462.73121  -1.4897661  29.1714232  304.0730997
071   459.55637  -2.2112316   3.9312239  247.5480946
072   455.29867  -0.4353519   2.7322992  27.6550022
073   453.03427   0.3703934   6.8896891  54.4014313
074   449.98348  -2.0173939  81.7611647  755.4726773
075   447.14947   1.1918854  27.9983259  259.9148650
076   444.88039  -1.9124045  26.4441055  349.6868280
077   443.99543  -1.2028571  13.8367485  161.9661729
078   439.65222   1.0481788  16.9102724  167.8124514
079   435.97649  -1.6197513   7.8980331  173.3479751
080   432.96516   0.2893963  12.9163740  94.1833767
081   432.24335   0.7211851   0.8220299  29.1590687
082   429.92591   0.2674953   2.5156204  20.8292617
083   427.61565  -0.9070208  14.0497059  135.3688434
084   426.51616  -0.0537978  20.0212707  140.2791337
085   424.64092   0.2905112   6.1655258  46.9565337
086   423.80263  -0.4981769   3.6276369  36.5615661
087   421.88579   1.0273259  10.2881222  119.5097898
088   420.65274   0.2694523   2.0097437  17.3354102
089   416.23921   1.1314231  12.6170600  145.9247392
090   414.88952   1.0627835  35.8696174  301.9152193
091   412.42042  -0.9702987  17.8598373  167.3854421
092   411.11678   1.2174142   2.5663341  84.6587183
093   408.36154  -0.6364957   4.7494113  51.4765825
094   407.52393  -0.8498955  21.1648140  180.6582013
095   406.04457  -1.4213485   8.8672000  152.9808262
096   404.21635   0.3027297   2.1994813  19.5204071
097   400.52899  -0.9350741   4.1160629  68.1588015
098   399.68290   1.7556854  34.1980638  378.0958522
099   398.37929   0.7315728   1.7757711  36.5143424
100   396.00187   0.8846785   8.7730359  96.6307722
101   394.70162   0.6191053   1.2954587  26.3163219
102   392.55980  -0.9603296   1.8263885  54.2852044
103   390.59988   2.5705438  26.1106122  480.1205728
104   388.20023  -0.6107029  14.9762806  121.6170742
105   386.14443  -0.3104225   1.5097901  14.9048265
106   385.40784   0.0095246  22.8364296  159.8590894
107   383.28158  -1.4492550  27.1075764  284.2683357
108   380.99952   0.6461814   4.8726780  52.8985150
109   379.51877  -0.9504580   4.5851062  72.7474105
110   377.50818  -0.1011988   3.3044920  23.5922979
111   374.37157   0.7522753   3.8200809  52.2068798
112   372.90709  -0.3376977   2.3349454  21.4764052
113   371.85833   1.9757341  58.0376281  581.9220373
114   370.45158   1.0826227   7.5614582  105.6734404
115   368.59491  -0.8266293   3.5585034  55.6587408
116   366.01083   0.8307196   1.5012953  41.5633469
117   365.63673   0.4677550   7.8186090  64.5760239
118   362.97800   0.0262382  14.6197179  102.3690054
119   361.71737  -0.2296520   1.4139917  12.2712443
120   358.78026   0.3698860   2.2727931  22.0662569
121   357.69130   0.2022313   5.6426693  41.3390724
122   357.07735   0.5738593   4.0078802  42.8743133
123   354.95665  -0.3425601  20.8291358  151.0845848
124   353.00441  -0.3589846   6.6173060  52.1202908
125   351.57864   0.6619455   8.6239461  80.0853540
126   350.12665  -3.4731140  62.2325646  978.4413969
127   348.20580   0.1422126   0.7460201   6.1322399
128   346.30539  -1.8420099  28.4550849  351.8706110
129   343.42168   0.0384751   2.5238108  17.7332910
130   342.43833  -2.7748700  31.8045969  569.1278301
131   338.07630  -0.3742529   2.1651944  21.4592960
132   336.85621   0.0268157   7.7783840  54.4810465
133   336.47264  -0.4469536   2.1686291  24.1699417
134   334.65601  -0.8204905   1.5339057  41.0315472
135   330.41531   1.7972201  34.5634230  387.2939645
136   328.90906  -1.9532523  73.6538456  687.2606807
137   325.34991  -0.7936957   4.5534878  60.2222943
138   324.55322  -0.6383578   2.9076031  38.6907509
139   322.60350  -1.6091332   9.5906457  183.6534566
140   321.65065   1.0237579   4.3473406  77.5949993
141   318.99010  -0.7133322   5.8257592  63.6782418
142   316.06217   0.6172907   3.0209484  38.2937923
143   313.74424  -0.8375205  14.6998620  134.4638594
144   313.22519  -0.1531548  10.1508707  72.1116324
145   310.67606   0.0995758   1.6938594  12.3032062
146   309.58091   0.1976871   3.8834809  28.9429743
147   307.59315  -0.5670517   1.8573613  27.4711734
148   306.19651   1.7310381   7.9813266  190.7114676
149   305.05322  -0.3199250   7.2298447  55.2147528
150   302.82967   1.8660763  52.6927125  525.5498164
151   300.23211  -0.4519199  12.5847918  97.2839633
152   296.85287  -0.4533298   4.7312752  42.3667824
153   295.31659   1.1869340   1.6900063  75.2266025
154   291.38969   0.3268777   1.9707150  18.6032101
155   290.65062  -0.4220603   1.2783538  16.9645476
156   289.32764   0.4487528   8.1355709  66.0110537
157   287.15373   0.6623836   9.2480706  84.4803378
158   285.36887   0.2074378   3.9762939  29.7704266
159   281.96204  -0.6552989  14.0776888  117.8675721
160   281.64492   0.0435632   2.5502516  17.9371602
161   278.26951  -0.1922620   6.0765268  44.1990975
162   276.00280   0.5518152   5.7776724  54.1462066
163   271.60062   0.1084730  23.8681902  167.6068184
164   269.31869  -1.1507614   9.3587415  125.1025224
165   269.16544   0.0223959   6.9185230  48.4522322
166   266.25527   1.1052159  20.6925698  199.8155904
167   265.32355  -0.1715768  13.1151562  93.1308305
168   263.64424   0.0787646   1.9295966  13.7863500
169   263.42516   0.3507160   1.6070224  16.7842346
170   260.57367  -0.7444636  22.9226617  185.3988047
171   257.65148   0.0058413   1.6192294  11.3361412
172   256.38788  -0.4218841   6.9014067  56.3192260
173   253.15650  -0.0532324   3.4576299  24.3309253
174   252.08457   0.2371736  12.0239572  86.6990101
175   251.01573   0.4665792  22.6823189  168.5725590
176   248.14880  -0.4883138   2.9024134  31.0471603
177   246.30459  -0.6617781  11.0946061  97.3700063
178   242.72556   0.3623444  18.7464817  137.1335772
179   241.79515  -0.3841335  14.5053272  108.1774259
180   239.34311  -0.3912161   4.3612455  37.4159712
181   237.88956   0.1666944   2.3570949  17.7500809
182   233.89048   1.0802654  15.3267620  159.8011343
183   231.79471  -1.8511107  13.4723217  248.5037320
184   231.44972  -0.2689479   5.1049268  38.9894717
185   230.39617   1.3420016   2.8830958  101.2252391
186   227.94977  -2.7887284  68.0365142  826.2208840
187   224.67713  -0.6358460   2.4319721  35.2173114
188   224.08097   0.0223344   5.1774306  36.2644616
189   221.52668  -0.6424162   5.6896742  58.3991560
190   218.62824   2.0024857  28.6278141  380.8424098
191   216.16507  -0.5258530   9.4822478  78.8191940
192   212.66127   0.4048937   2.0005889  21.3813732
193   210.41178   0.1494759   4.5066619  32.5520710
194   205.28621   2.5691287  15.9693082  408.8041523
195   202.98653   0.2972871   5.2910088  41.0141444
