# mode    freq(cm-1)    alpha    beta2    activity
139   322.13872   1.4643854  16.9784976  215.3485852
140   321.15150  -0.7337469   7.4223932  76.1840527
141   316.52594   0.7394999   6.7415583  71.7996156
142   315.44651   1.5313918   8.8411213  167.4200938
143   312.25933  -0.4077259   7.3331705  58.8130109
144   310.89299   0.5882469   2.7166909  34.5883875
145   307.24659  -0.4516777   1.5348682  19.9246496
146   306.61885   0.6259733   6.0800542  60.1932960
147   306.17424  -1.5280911  13.7571371  201.3777744
148   304.85844  -0.1604547   8.5906930  61.2934077
149   303.95362  -0.6444875   9.0637477  82.1376199
150   301.86682  -1.1659682   0.8953990  67.4444722
151   299.86457  -1.3244650   5.9616696  120.6710205
152   297.42772  -1.4124627  32.1301262  314.6881709
153   296.82284  -0.0825340   5.2781236  37.2533992
154   295.09661  -0.4653958  12.2748154  95.6704039
155   293.40639  -1.0711454   2.3763161  68.2650786
156   290.54001  -0.7753390   2.4700154  44.3418830
157   289.91468   0.0565247   1.3485588   9.5836884
158   286.73054   0.0356453   4.0969514  28.7358359
159   283.68656  -0.2919098   2.2407453  19.5197275
160   279.22226   1.2158150   9.5199887  133.1591919
161   278.94545  -1.0027395  12.5767082  133.2838462
162   276.43982  -0.8373649   3.9114720  58.9334011
163   273.20966   0.5004005  10.5266229  84.9543883
164   270.77975   1.6426851   0.4844727  124.8199580
165   268.03085  -0.6010892  18.8734571  148.3730672
166   267.17514   0.3895360   5.7316013  46.9494311
167   266.28083  -0.8417572   5.9956969  73.8548598
168   264.67713  -0.2615686   3.3087079  26.2397715
169   263.61348   0.9515777   1.5760725  51.7800100
170   261.34245  -0.5549300   7.7964591  68.4328429
171   259.69977   0.1526941   0.3032704   3.1720900
172   256.27534  -1.8703535  19.8183664  296.1485598
173   254.81641   0.6280099   0.7061269  22.6907260
174   252.46120  -1.2305397   2.8303345  87.9525940
175   250.89676   0.2592734   9.7999579  71.6247256
176   249.13965   0.4901540   2.7531117  30.0830725
177   247.20569  -0.6869307  10.2043873  92.6650295
178   244.69811  -0.1652820   0.8160579   6.9417225
179   243.42391   0.4291787   3.8293343  35.0940841
180   240.81101   1.2234343   5.4801392  105.7165925
181   240.66834  -0.2662300   2.2997937  19.2880856
182   238.61366   0.9152509   9.7599348  106.0153370
183   233.64471   0.1900126   6.2528057  45.3943551
184   231.21805   1.4826905   6.3270564  143.2160975
185   228.44075   1.0074647   2.8360546  65.5267127
186   227.50951   1.5294659   7.9279935  160.7629213
187   221.70500   0.2613444   2.7034097  21.9974077
188   219.91902   0.5218108  53.2539556  385.0305810
189   218.43399  -1.5619155   6.0616379  152.2125681
190   216.95789  -0.3811836   1.2827517  15.5178036
191   213.33178  -0.8424694   2.0946708  46.6016541
192   212.89167   0.7149215   0.9553238  29.6873394
193   210.11621   0.3026509   1.0217517  11.2741517
194   205.41151  -0.4494476   2.3593995  25.6059367
195   203.02747   0.2210128   7.4105716  54.0721016
