# mode    freq(cm-1)    alpha    beta2    activity
145   311.25673   0.0003981   1.6746205  11.7223507
146   309.63381   0.9346773   6.2811971  83.2813530
147   306.20015   1.2402119   4.6148607  101.5196739
148   305.73695  -2.2531668  16.0032503  340.4769898
149   302.32980  -0.3902665   2.2566391  22.6503311
150   300.65533   1.4873018  13.3165264  192.7586845
151   298.50643   0.3995610   1.0526183  14.5525318
152   295.94700   0.0216010   1.1353393   7.9683722
153   294.49682  -0.8260641   2.1004041  45.4100124
154   293.80703   1.3927618   2.5192201  104.9248805
155   290.39254  -1.1844212   0.6551141  67.7142121
156   287.96796   0.2661967   0.3289687   5.4915116
157   285.81534  -0.1810795   1.0392822   8.7505167
158   284.69406  -1.8973112   1.7240544  174.0589285
159   281.88600   0.5058540   2.7917977  31.0575542
160   280.09427  -0.0726371   2.3184938  16.4668837
161   277.68901  -0.3609036   1.1739743  14.0791341
162   276.62550  -0.2029965   4.6796186  34.6116716
163   275.23882   0.3975126   2.8231538  26.8728076
164   274.57752   0.3707157   0.2653613   8.0418861
165   272.69259   0.3283174   2.1804568  20.1138528
166   270.08193   0.9777891   2.6191343  61.3571596
167   267.32409  -1.3038337   6.1440100  119.5072727
168   265.73219  -0.4339297   6.4161293  53.3861781
169   264.51677  -0.2849949   4.5621223  35.5898505
170   263.06082  -0.3480084   1.4357953  15.5005119
171   262.07432  -0.0756907   2.7778324  19.7026354
172   257.08912   0.2997007   6.4690246  49.3250946
173   255.76879  -0.0552693  15.9997244  112.1355316
174   254.76139   0.4396190   2.0338532  22.9338908
175   254.42668  -0.0382269   5.7431198  40.2675970
176   251.28332   0.3199395   6.9856622  53.5058917
177   249.85082   1.5434046   1.4477852  117.3288888
178   247.43465   0.1241259   1.3056900   9.8331553
179   245.75868   0.8485670   1.6900948  44.2336351
180   243.66242   0.7262946   2.8115619  43.4186057
181   242.17770  -0.1464115   1.1148536   8.7686094
182   237.73983  -1.0692900   4.8094707  85.1184407
183   230.48709   0.0553248   5.3395088  37.5142993
184   229.32020   2.4121423   2.9126809  282.2181412
185   226.75916  -0.6887947   5.2040278  57.7779075
186   224.68519  -1.1252552   6.8116774  104.6607043
187   223.07673  -1.9345364   8.0010058  224.4164418
188   221.66617   0.6398665   2.8001153  38.0251169
189   218.68484  -0.3666143   3.7833074  32.5314242
190   215.26760   0.0041510   0.2474385   1.7328449
191   214.27531   0.3873477   5.5144575  45.3529236
192   211.49349  -0.8570592   1.0827013  40.6336808
193   210.62453   0.1655516   0.4166873   4.1501412
194   208.01322   0.0831127   0.1660073   1.4728990
195   205.50747   0.3743746   1.4702007  16.5984393
