# mode    freq(cm-1)    alpha    beta2    activity
123   343.77327  -0.5204699   6.1586264  55.3003838
124   342.23166   1.0780757  12.1387155  137.2721336
125   338.70145   0.1493122   3.5006569  25.5078350
126   334.35800   0.4015172   3.4818463  31.6276455
127   333.28572   0.7071082  12.7703199  111.8923301
128   330.77123  -1.0128159   4.9220839  80.6154087
129   330.53561  -1.4223364  22.1028119  245.7565204
130   329.02336   0.5514471   8.2666868  71.5510321
131   327.03841   0.3208504  12.6896639  93.4601700
132   324.06026   1.3220852   9.7836312  147.1413389
133   319.99474   0.3682935   5.0898112  41.7324840
134   318.49032   0.7519622   5.7781561  65.8922146
135   317.63743   1.2803230   4.3430216  104.1663611
136   317.11755  -1.2914628   8.9553867  137.7421378
137   312.76348  -1.0014906   7.6386546  98.6048368
138   310.45956  -1.8384927   0.4013008  154.9115940
139   309.33066  -0.6727612   3.1452383  42.3840087
140   305.46106  -0.5018551  10.4948657  84.7976942
141   303.23215   0.3108422   9.3640635  69.8964749
142   300.35211   0.9004092   4.8793831  70.6388325
143   299.81379  -1.1490988   6.4724978  104.7267424
144   296.16460   1.7821852  26.2820334  326.9025253
145   295.66906  -1.5520893   0.9311163  114.9219674
146   292.11392  -0.7815529   5.3107084  64.6620832
147   291.92285   0.3341625   7.0577389  54.4290796
148   287.79311   0.1812219   8.2533230  59.2511222
149   285.35321  -1.1717849   9.4510890  127.9462127
150   285.08818   0.5566418   7.1075288  63.6959545
151   283.02203  -0.9467698  10.6595424  114.9535872
152   279.89852  -2.9079466  22.7458735  539.7480200
153   278.16122   1.5182707  15.0010569  208.7389604
154   274.95164  -0.2130265   9.9538201  71.7188536
155   272.24478  -0.1563906   0.9943924   8.0613578
156   271.96859   0.0692895   4.9782781  35.0639934
157   270.94851  -0.1620705   4.2988708  31.2741041
158   269.64519   0.4063646   1.0916465  15.0724739
159   267.12592   0.7073122   3.9444034  50.1238987
160   264.07577   0.5667769   2.4609885  31.6825438
161   263.79142  -0.2799007   6.5294309  49.2315139
162   263.19885  -0.1614498   3.3615960  24.7041440
163   260.32139   0.4491672   1.8479016  22.0141157
164   258.09843   0.6251971   1.4839960  27.9771869
165   255.43673  -1.2207067   7.7778038  121.5002418
166   253.74604  -2.1152021  23.4660341  365.5958403
167   253.04182  -0.7320525   9.3932552  89.8683243
168   250.43694  -1.6105876  22.7668132  276.0973523
169   248.42579   0.6898861   1.2321634  30.0425684
170   245.13659  -0.9171205   1.3155559  47.0588390
171   245.04266  -0.0575069   0.6440407   4.6571018
172   242.03065  -0.4590241   4.0033315  37.5049625
173   241.53029   0.4160833   1.8970022  21.0696557
174   235.40812  -0.9979397   1.4159515  54.7264218
175   234.51375   1.0202648  14.2610352  146.6695614
176   233.04132   0.6150237   1.6921336  28.8663700
177   231.88023  -1.7409708   7.9430570  191.9954718
178   229.28450   0.1964851   0.2255212   3.3159358
179   227.70521   0.5461235   3.1384281  35.3902837
180   224.23748  -1.1981500  19.0115900  197.6814819
181   222.34310  -0.5962782   6.6691652  62.6838026
182   220.21559  -0.6903487   3.4536108  45.6214335
183   217.18994   0.8634081  13.3597625  127.0646501
184   216.37878  -0.6362474   2.7377840  37.3809724
185   213.65051  -1.4314193   9.7578174  160.5079782
186   211.57132   0.2144082   4.3589503  32.5813425
187   208.63547  -2.1266645   1.1440070  211.5296327
188   206.20539  -0.2034911   1.5501956  12.7147570
189   204.06001  -1.0992836   0.8512730  60.3380081
190   203.24105   0.2237821   2.7482152  21.4910362
